is_offer_completed,gender,age,income,became_member_on_year,became_member_on_month,became_member_on_day,reward,difficulty,duration,offer_type,email,mobile,web,social
0,M,55,52000.0,2017,11,29,10,10,5,bogo,True,True,True,True
1,M,64,69000.0,2013,7,29,3,7,7,discount,True,True,True,True
0,F,30,54000.0,2018,2,5,10,10,5,bogo,True,True,True,True
1,M,23,36000.0,2016,7,9,3,7,7,discount,True,True,True,True
0,M,71,52000.0,2017,3,31,5,5,5,bogo,True,True,True,True
1,F,50,93000.0,2018,5,26,10,10,7,bogo,True,True,False,True
1,M,63,40000.0,2014,9,25,2,10,10,discount,True,True,True,True
1,M,30,35000.0,2017,2,20,3,7,7,discount,True,True,True,True
0,F,118,70598.23,2015,10,20,2,10,7,discount,True,True,True,False
1,M,72,62000.0,2017,11,22,2,10,10,discount,True,True,True,True
1,M,74,69000.0,2016,7,28,5,5,7,bogo,True,True,True,False
1,M,20,72000.0,2018,7,5,10,10,7,bogo,True,True,False,True
0,M,51,55000.0,2016,3,3,0,0,4,informational,True,True,True,False
0,F,118,70598.23,2016,1,29,10,10,7,bogo,True,True,False,True
0,M,55,52000.0,2014,12,13,0,0,4,informational,True,True,True,False
0,F,45,61000.0,2018,7,22,10,10,5,bogo,True,True,True,True
0,F,118,70598.23,2016,9,22,10,10,7,bogo,True,True,False,True
0,F,50,57000.0,2018,5,10,10,10,7,bogo,True,True,False,True
1,M,51,42000.0,2018,3,14,5,5,5,bogo,True,True,True,True
1,F,47,56000.0,2016,7,22,2,10,7,discount,True,True,True,False
0,M,49,40000.0,2018,1,6,5,5,5,bogo,True,True,True,True
1,M,41,43000.0,2017,1,7,2,10,10,discount,True,True,True,True
0,M,60,52000.0,2017,9,4,5,20,10,discount,True,False,True,False
0,M,20,39000.0,2018,1,23,2,10,10,discount,True,True,True,True
0,F,118,70598.23,2015,12,21,10,10,5,bogo,True,True,True,True
0,M,35,42000.0,2018,3,18,0,0,3,informational,True,True,False,True
0,M,46,47000.0,2017,8,19,5,5,5,bogo,True,True,True,True
0,F,78,81000.0,2017,8,15,0,0,4,informational,True,True,True,False
0,F,118,70598.23,2018,3,7,3,7,7,discount,True,True,True,True
0,M,49,40000.0,2017,11,8,10,10,7,bogo,True,True,False,True
1,F,19,73000.0,2017,6,3,3,7,7,discount,True,True,True,True
0,F,48,97000.0,2017,9,21,5,5,5,bogo,True,True,True,True
1,M,51,33000.0,2017,10,19,10,10,5,bogo,True,True,True,True
0,F,118,70598.23,2017,8,25,0,0,3,informational,True,True,False,True
1,F,65,57000.0,2016,10,9,5,5,7,bogo,True,True,True,False
0,M,59,89000.0,2018,1,28,5,20,10,discount,True,False,True,False
0,F,118,70598.23,2017,3,17,2,10,10,discount,True,True,True,True
0,F,63,71000.0,2017,7,27,5,5,5,bogo,True,True,True,True
0,M,63,66000.0,2018,3,13,0,0,4,informational,True,True,True,False
0,M,19,35000.0,2017,11,1,3,7,7,discount,True,True,True,True
1,F,87,47000.0,2017,3,15,2,10,10,discount,True,True,True,True
0,F,70,78000.0,2017,11,1,5,5,7,bogo,True,True,True,False
0,M,19,37000.0,2018,1,26,3,7,7,discount,True,True,True,True
0,M,41,62000.0,2018,3,23,5,5,5,bogo,True,True,True,True
0,M,73,68000.0,2017,12,30,10,10,7,bogo,True,True,False,True
0,F,118,70598.23,2016,2,23,10,10,7,bogo,True,True,False,True
1,M,49,51000.0,2018,1,20,2,10,7,discount,True,True,True,False
0,F,118,70598.23,2016,8,10,10,10,5,bogo,True,True,True,True
1,F,64,95000.0,2016,6,21,2,10,7,discount,True,True,True,False
1,F,57,62000.0,2014,12,1,10,10,5,bogo,True,True,True,True
0,M,21,34000.0,2018,2,25,2,10,10,discount,True,True,True,True
1,F,59,74000.0,2016,1,6,3,7,7,discount,True,True,True,True
1,M,37,56000.0,2017,11,13,10,10,7,bogo,True,True,False,True
1,F,118,70598.23,2015,9,23,5,5,5,bogo,True,True,True,True
1,M,68,52000.0,2016,6,25,5,5,5,bogo,True,True,True,True
0,M,48,57000.0,2018,6,4,10,10,7,bogo,True,True,False,True
0,M,88,52000.0,2017,11,25,10,10,5,bogo,True,True,True,True
1,M,18,36000.0,2016,6,3,3,7,7,discount,True,True,True,True
0,M,63,50000.0,2017,8,22,0,0,4,informational,True,True,True,False
1,F,58,58000.0,2018,6,4,2,10,10,discount,True,True,True,True
0,F,40,63000.0,2017,10,7,3,7,7,discount,True,True,True,True
1,M,65,35000.0,2017,4,8,5,20,10,discount,True,False,True,False
0,F,118,70598.23,2018,3,13,3,7,7,discount,True,True,True,True
1,M,25,72000.0,2018,5,4,10,10,7,bogo,True,True,False,True
0,F,64,55000.0,2017,10,27,2,10,7,discount,True,True,True,False
0,M,30,42000.0,2017,11,1,0,0,4,informational,True,True,True,False
1,M,59,59000.0,2016,9,22,5,20,10,discount,True,False,True,False
0,M,34,65000.0,2018,4,3,3,7,7,discount,True,True,True,True
1,F,94,86000.0,2016,12,29,5,5,5,bogo,True,True,True,True
0,F,35,59000.0,2016,2,25,0,0,3,informational,True,True,False,True
1,F,67,95000.0,2018,5,17,2,10,7,discount,True,True,True,False
0,M,43,58000.0,2014,10,27,10,10,5,bogo,True,True,True,True
0,F,59,118000.0,2015,12,20,0,0,4,informational,True,True,True,False
0,M,21,61000.0,2018,5,28,5,5,5,bogo,True,True,True,True
1,M,55,74000.0,2017,9,11,5,5,7,bogo,True,True,True,False
0,M,67,35000.0,2013,9,29,10,10,7,bogo,True,True,False,True
0,M,50,84000.0,2016,11,14,10,10,5,bogo,True,True,True,True
0,M,60,42000.0,2017,9,30,5,5,5,bogo,True,True,True,True
1,F,75,76000.0,2018,3,9,10,10,5,bogo,True,True,True,True
1,M,48,98000.0,2017,12,1,5,5,5,bogo,True,True,True,True
0,M,79,55000.0,2018,4,25,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2016,7,27,5,5,5,bogo,True,True,True,True
0,F,73,114000.0,2017,9,10,0,0,3,informational,True,True,False,True
1,M,44,96000.0,2016,10,21,10,10,5,bogo,True,True,True,True
0,F,51,50000.0,2018,4,23,10,10,5,bogo,True,True,True,True
1,F,118,70598.23,2015,8,11,2,10,7,discount,True,True,True,False
1,M,34,64000.0,2017,9,22,2,10,7,discount,True,True,True,False
0,M,68,41000.0,2018,2,11,10,10,7,bogo,True,True,False,True
1,M,65,67000.0,2017,11,6,3,7,7,discount,True,True,True,True
1,M,40,49000.0,2015,12,27,10,10,7,bogo,True,True,False,True
0,M,19,31000.0,2017,5,6,0,0,3,informational,True,True,False,True
1,F,43,60000.0,2015,9,4,10,10,5,bogo,True,True,True,True
0,M,39,74000.0,2016,1,3,0,0,3,informational,True,True,False,True
1,F,66,87000.0,2016,7,18,5,5,5,bogo,True,True,True,True
0,F,118,70598.23,2018,6,14,0,0,4,informational,True,True,True,False
0,M,59,78000.0,2017,8,12,0,0,3,informational,True,True,False,True
0,M,59,113000.0,2018,4,27,0,0,3,informational,True,True,False,True
1,F,63,58000.0,2016,4,22,5,5,5,bogo,True,True,True,True
0,M,62,56000.0,2018,3,12,10,10,7,bogo,True,True,False,True
0,F,118,70598.23,2018,2,21,10,10,5,bogo,True,True,True,True
1,M,27,39000.0,2017,12,2,2,10,10,discount,True,True,True,True
0,M,49,32000.0,2017,11,27,2,10,7,discount,True,True,True,False
1,M,62,54000.0,2015,12,11,3,7,7,discount,True,True,True,True
1,F,63,56000.0,2016,12,21,3,7,7,discount,True,True,True,True
0,F,118,70598.23,2018,7,6,10,10,5,bogo,True,True,True,True
1,F,45,62000.0,2017,1,27,5,5,5,bogo,True,True,True,True
1,M,75,86000.0,2015,12,23,10,10,5,bogo,True,True,True,True
0,F,74,31000.0,2017,8,30,0,0,3,informational,True,True,False,True
1,M,48,40000.0,2017,10,28,5,5,5,bogo,True,True,True,True
1,F,82,65000.0,2017,9,9,2,10,10,discount,True,True,True,True
0,M,23,62000.0,2015,11,24,2,10,7,discount,True,True,True,False
0,M,24,46000.0,2013,12,24,10,10,5,bogo,True,True,True,True
0,M,29,44000.0,2015,11,30,10,10,7,bogo,True,True,False,True
1,M,63,44000.0,2016,12,7,10,10,7,bogo,True,True,False,True
1,M,44,63000.0,2016,1,25,2,10,7,discount,True,True,True,False
0,M,64,100000.0,2017,11,30,3,7,7,discount,True,True,True,True
0,F,19,44000.0,2018,7,25,0,0,3,informational,True,True,False,True
0,M,48,40000.0,2018,6,28,5,5,5,bogo,True,True,True,True
0,M,61,99000.0,2016,3,27,0,0,3,informational,True,True,False,True
0,M,85,50000.0,2015,10,10,0,0,4,informational,True,True,True,False
1,M,83,66000.0,2016,6,8,3,7,7,discount,True,True,True,True
0,M,63,61000.0,2018,5,26,5,5,5,bogo,True,True,True,True
0,M,27,53000.0,2017,9,7,2,10,10,discount,True,True,True,True
1,F,71,88000.0,2017,6,20,10,10,7,bogo,True,True,False,True
0,M,93,67000.0,2017,10,28,5,5,7,bogo,True,True,True,False
0,F,85,37000.0,2017,9,5,10,10,5,bogo,True,True,True,True
1,M,32,61000.0,2018,3,1,2,10,7,discount,True,True,True,False
0,M,65,32000.0,2018,5,3,0,0,3,informational,True,True,False,True
1,M,54,89000.0,2016,5,8,2,10,7,discount,True,True,True,False
0,F,59,60000.0,2017,8,10,10,10,5,bogo,True,True,True,True
0,F,51,92000.0,2015,8,29,0,0,4,informational,True,True,True,False
1,F,53,112000.0,2017,7,24,5,5,5,bogo,True,True,True,True
1,M,50,92000.0,2015,10,30,10,10,7,bogo,True,True,False,True
0,M,66,65000.0,2018,3,6,3,7,7,discount,True,True,True,True
1,F,59,74000.0,2018,7,15,3,7,7,discount,True,True,True,True
0,F,32,37000.0,2018,6,20,0,0,3,informational,True,True,False,True
1,M,58,54000.0,2017,3,4,2,10,10,discount,True,True,True,True
0,F,118,70598.23,2016,6,12,10,10,5,bogo,True,True,True,True
1,M,51,73000.0,2016,11,30,2,10,10,discount,True,True,True,True
1,F,57,76000.0,2017,10,22,5,5,7,bogo,True,True,True,False
0,F,67,54000.0,2014,7,25,10,10,7,bogo,True,True,False,True
1,M,50,59000.0,2017,12,24,5,5,5,bogo,True,True,True,True
1,F,59,90000.0,2017,11,30,10,10,7,bogo,True,True,False,True
1,M,56,55000.0,2016,11,24,2,10,7,discount,True,True,True,False
1,M,26,55000.0,2017,2,5,10,10,7,bogo,True,True,False,True
1,M,64,49000.0,2018,6,22,2,10,10,discount,True,True,True,True
1,F,51,112000.0,2017,10,7,3,7,7,discount,True,True,True,True
1,M,73,63000.0,2013,11,15,5,20,10,discount,True,False,True,False
0,M,46,56000.0,2013,9,21,0,0,3,informational,True,True,False,True
1,F,68,75000.0,2017,1,27,5,5,5,bogo,True,True,True,True
1,M,71,84000.0,2017,7,12,3,7,7,discount,True,True,True,True
1,F,70,65000.0,2017,10,22,5,5,7,bogo,True,True,True,False
1,M,47,68000.0,2017,11,4,5,5,5,bogo,True,True,True,True
0,F,72,83000.0,2017,10,20,10,10,7,bogo,True,True,False,True
1,F,49,60000.0,2015,10,25,5,20,10,discount,True,False,True,False
1,F,57,73000.0,2017,5,14,3,7,7,discount,True,True,True,True
1,M,19,65000.0,2017,1,14,5,5,5,bogo,True,True,True,True
1,F,65,103000.0,2015,9,6,2,10,10,discount,True,True,True,True
0,F,64,112000.0,2018,1,18,0,0,3,informational,True,True,False,True
1,M,58,75000.0,2016,6,22,2,10,7,discount,True,True,True,False
1,F,69,41000.0,2018,7,7,3,7,7,discount,True,True,True,True
0,M,63,54000.0,2017,12,22,2,10,7,discount,True,True,True,False
0,M,40,37000.0,2017,12,3,3,7,7,discount,True,True,True,True
1,M,57,82000.0,2015,5,14,2,10,10,discount,True,True,True,True
1,F,63,63000.0,2018,1,26,5,5,7,bogo,True,True,True,False
0,M,49,97000.0,2016,8,14,0,0,3,informational,True,True,False,True
1,M,61,81000.0,2016,9,29,2,10,10,discount,True,True,True,True
0,M,54,69000.0,2018,5,22,2,10,10,discount,True,True,True,True
1,F,37,78000.0,2018,5,22,3,7,7,discount,True,True,True,True
0,F,46,82000.0,2018,3,9,5,5,5,bogo,True,True,True,True
0,F,118,70598.23,2016,2,19,10,10,5,bogo,True,True,True,True
0,M,61,65000.0,2018,7,8,10,10,5,bogo,True,True,True,True
0,M,79,47000.0,2015,10,31,10,10,7,bogo,True,True,False,True
0,F,19,55000.0,2018,4,10,0,0,3,informational,True,True,False,True
1,F,67,85000.0,2017,12,24,2,10,10,discount,True,True,True,True
1,F,56,92000.0,2017,11,20,3,7,7,discount,True,True,True,True
0,F,118,70598.23,2018,5,12,2,10,10,discount,True,True,True,True
1,F,64,105000.0,2016,6,8,10,10,7,bogo,True,True,False,True
0,M,71,95000.0,2016,4,6,0,0,3,informational,True,True,False,True
0,F,52,86000.0,2016,4,27,3,7,7,discount,True,True,True,True
0,M,20,41000.0,2018,5,26,0,0,4,informational,True,True,True,False
1,M,32,33000.0,2017,9,15,5,5,7,bogo,True,True,True,False
0,F,48,52000.0,2017,5,16,0,0,3,informational,True,True,False,True
0,F,47,66000.0,2016,8,28,0,0,3,informational,True,True,False,True
1,F,40,31000.0,2018,1,24,3,7,7,discount,True,True,True,True
1,M,42,62000.0,2018,4,5,3,7,7,discount,True,True,True,True
0,M,52,93000.0,2018,5,26,0,0,4,informational,True,True,True,False
1,M,63,60000.0,2017,8,9,10,10,5,bogo,True,True,True,True
0,M,61,56000.0,2017,12,8,2,10,10,discount,True,True,True,True
1,M,43,49000.0,2017,12,16,10,10,5,bogo,True,True,True,True
1,F,46,78000.0,2017,9,28,2,10,7,discount,True,True,True,False
1,F,64,92000.0,2018,2,27,2,10,7,discount,True,True,True,False
1,F,118,70598.23,2018,5,17,3,7,7,discount,True,True,True,True
0,F,41,94000.0,2015,9,7,0,0,3,informational,True,True,False,True
1,M,45,49000.0,2017,6,21,5,5,7,bogo,True,True,True,False
0,M,21,44000.0,2017,11,3,2,10,10,discount,True,True,True,True
1,M,41,42000.0,2017,9,10,3,7,7,discount,True,True,True,True
1,F,118,70598.23,2016,11,8,2,10,7,discount,True,True,True,False
1,F,36,53000.0,2017,10,19,2,10,7,discount,True,True,True,False
1,F,49,57000.0,2013,11,12,2,10,10,discount,True,True,True,True
0,F,58,77000.0,2018,6,29,5,5,5,bogo,True,True,True,True
1,M,66,34000.0,2016,10,30,5,5,7,bogo,True,True,True,False
0,F,55,53000.0,2018,7,22,2,10,7,discount,True,True,True,False
0,M,52,52000.0,2015,11,21,0,0,4,informational,True,True,True,False
1,M,41,94000.0,2017,8,31,2,10,10,discount,True,True,True,True
0,F,35,72000.0,2018,1,2,0,0,4,informational,True,True,True,False
1,F,68,119000.0,2017,9,19,3,7,7,discount,True,True,True,True
1,F,61,82000.0,2016,5,17,2,10,10,discount,True,True,True,True
0,M,38,30000.0,2018,1,18,10,10,7,bogo,True,True,False,True
1,F,81,94000.0,2014,6,4,5,5,5,bogo,True,True,True,True
1,M,70,93000.0,2014,9,17,2,10,10,discount,True,True,True,True
0,F,53,104000.0,2017,12,10,0,0,4,informational,True,True,True,False
0,F,26,41000.0,2017,6,8,0,0,3,informational,True,True,False,True
0,M,54,64000.0,2018,6,11,10,10,5,bogo,True,True,True,True
0,M,42,64000.0,2018,5,15,0,0,4,informational,True,True,True,False
0,F,118,70598.23,2016,8,29,3,7,7,discount,True,True,True,True
1,M,28,70000.0,2017,1,31,2,10,10,discount,True,True,True,True
0,M,77,40000.0,2017,9,3,10,10,7,bogo,True,True,False,True
0,M,62,94000.0,2017,10,8,0,0,3,informational,True,True,False,True
0,F,59,55000.0,2014,6,17,10,10,7,bogo,True,True,False,True
1,F,51,119000.0,2015,8,2,5,5,7,bogo,True,True,True,False
0,M,59,113000.0,2018,4,27,10,10,5,bogo,True,True,True,True
1,F,68,82000.0,2015,12,23,3,7,7,discount,True,True,True,True
1,M,69,58000.0,2017,4,8,5,5,5,bogo,True,True,True,True
1,M,67,54000.0,2018,4,11,3,7,7,discount,True,True,True,True
1,M,42,44000.0,2015,8,5,5,5,5,bogo,True,True,True,True
1,M,34,67000.0,2017,10,16,10,10,5,bogo,True,True,True,True
0,M,81,37000.0,2015,6,22,0,0,3,informational,True,True,False,True
1,F,81,110000.0,2016,2,7,5,5,5,bogo,True,True,True,True
0,F,28,65000.0,2018,7,3,2,10,10,discount,True,True,True,True
1,F,56,57000.0,2018,4,10,5,5,5,bogo,True,True,True,True
0,F,118,70598.23,2016,1,19,0,0,4,informational,True,True,True,False
1,F,85,103000.0,2016,9,27,5,5,5,bogo,True,True,True,True
0,M,64,56000.0,2015,9,25,0,0,4,informational,True,True,True,False
1,M,43,69000.0,2017,8,9,5,20,10,discount,True,False,True,False
1,F,118,70598.23,2016,10,2,2,10,10,discount,True,True,True,True
1,F,85,81000.0,2016,1,15,2,10,10,discount,True,True,True,True
1,M,25,33000.0,2017,8,22,2,10,10,discount,True,True,True,True
0,F,68,97000.0,2017,9,24,10,10,7,bogo,True,True,False,True
1,F,69,82000.0,2015,8,24,5,5,5,bogo,True,True,True,True
1,M,35,48000.0,2018,5,13,2,10,10,discount,True,True,True,True
1,M,63,60000.0,2018,3,17,3,7,7,discount,True,True,True,True
0,M,48,33000.0,2015,11,10,10,10,7,bogo,True,True,False,True
1,M,43,37000.0,2015,11,5,2,10,10,discount,True,True,True,True
1,M,60,92000.0,2018,5,27,5,5,7,bogo,True,True,True,False
1,M,51,57000.0,2016,11,15,3,7,7,discount,True,True,True,True
0,M,45,49000.0,2018,3,14,2,10,10,discount,True,True,True,True
1,F,70,56000.0,2017,5,16,5,5,5,bogo,True,True,True,True
1,M,72,65000.0,2017,8,17,2,10,7,discount,True,True,True,False
1,M,24,51000.0,2015,10,21,5,20,10,discount,True,False,True,False
1,M,28,60000.0,2016,11,2,10,10,5,bogo,True,True,True,True
1,M,21,73000.0,2016,2,13,10,10,5,bogo,True,True,True,True
1,F,25,52000.0,2016,3,12,5,5,5,bogo,True,True,True,True
0,F,53,82000.0,2017,9,10,3,7,7,discount,True,True,True,True
1,M,52,78000.0,2017,5,15,2,10,7,discount,True,True,True,False
0,F,48,94000.0,2017,12,9,10,10,5,bogo,True,True,True,True
0,F,53,31000.0,2017,8,18,10,10,7,bogo,True,True,False,True
1,F,118,70598.23,2016,10,25,2,10,10,discount,True,True,True,True
0,M,21,48000.0,2016,5,26,5,5,5,bogo,True,True,True,True
1,O,67,99000.0,2017,7,10,5,5,7,bogo,True,True,True,False
0,F,118,70598.23,2015,10,28,5,20,10,discount,True,False,True,False
0,F,118,70598.23,2017,9,6,2,10,10,discount,True,True,True,True
1,M,44,66000.0,2016,4,12,2,10,10,discount,True,True,True,True
1,M,25,50000.0,2017,7,3,2,10,10,discount,True,True,True,True
1,F,62,102000.0,2016,3,23,10,10,7,bogo,True,True,False,True
0,F,74,36000.0,2018,1,18,0,0,3,informational,True,True,False,True
1,M,72,80000.0,2016,9,9,2,10,7,discount,True,True,True,False
1,M,50,64000.0,2017,2,15,10,10,7,bogo,True,True,False,True
1,F,82,65000.0,2017,2,26,5,5,5,bogo,True,True,True,True
1,M,56,82000.0,2015,7,27,2,10,10,discount,True,True,True,True
0,F,68,97000.0,2017,9,24,5,5,5,bogo,True,True,True,True
1,M,44,63000.0,2016,1,25,5,5,7,bogo,True,True,True,False
1,M,25,31000.0,2016,4,12,2,10,10,discount,True,True,True,True
0,F,34,51000.0,2017,10,3,0,0,3,informational,True,True,False,True
0,F,54,48000.0,2015,5,7,5,5,5,bogo,True,True,True,True
1,M,74,53000.0,2014,8,20,2,10,10,discount,True,True,True,True
1,M,57,85000.0,2017,7,14,5,5,7,bogo,True,True,True,False
1,M,40,51000.0,2017,11,18,5,5,7,bogo,True,True,True,False
1,M,41,48000.0,2016,10,2,5,5,7,bogo,True,True,True,False
0,M,50,47000.0,2017,9,30,0,0,3,informational,True,True,False,True
0,M,51,67000.0,2015,12,28,0,0,3,informational,True,True,False,True
0,F,70,46000.0,2015,4,13,10,10,5,bogo,True,True,True,True
0,F,54,66000.0,2018,2,4,2,10,10,discount,True,True,True,True
1,F,75,32000.0,2017,8,11,2,10,10,discount,True,True,True,True
1,F,101,43000.0,2017,10,4,2,10,10,discount,True,True,True,True
1,M,51,100000.0,2018,5,12,10,10,5,bogo,True,True,True,True
1,F,46,65000.0,2018,1,9,10,10,7,bogo,True,True,False,True
0,M,54,70000.0,2018,6,29,3,7,7,discount,True,True,True,True
1,M,52,52000.0,2015,11,21,5,20,10,discount,True,False,True,False
0,M,54,71000.0,2017,1,18,0,0,4,informational,True,True,True,False
1,F,53,75000.0,2017,12,1,10,10,5,bogo,True,True,True,True
0,M,64,81000.0,2017,9,21,10,10,5,bogo,True,True,True,True
1,F,118,70598.23,2017,1,30,10,10,7,bogo,True,True,False,True
1,F,49,71000.0,2017,7,8,5,5,7,bogo,True,True,True,False
0,F,40,78000.0,2016,3,5,0,0,4,informational,True,True,True,False
0,M,35,66000.0,2016,3,26,0,0,3,informational,True,True,False,True
0,M,69,47000.0,2016,7,11,10,10,5,bogo,True,True,True,True
1,F,57,43000.0,2017,12,24,10,10,5,bogo,True,True,True,True
0,M,87,43000.0,2015,5,13,10,10,7,bogo,True,True,False,True
0,F,65,119000.0,2017,5,2,0,0,4,informational,True,True,True,False
0,F,51,56000.0,2014,9,25,3,7,7,discount,True,True,True,True
0,M,53,45000.0,2016,9,20,5,5,7,bogo,True,True,True,False
1,F,63,94000.0,2017,11,10,3,7,7,discount,True,True,True,True
1,F,75,99000.0,2017,11,3,10,10,5,bogo,True,True,True,True
0,M,80,77000.0,2016,2,13,0,0,3,informational,True,True,False,True
1,M,54,71000.0,2017,9,22,10,10,5,bogo,True,True,True,True
0,M,64,77000.0,2018,4,26,0,0,3,informational,True,True,False,True
0,M,33,63000.0,2017,1,26,0,0,3,informational,True,True,False,True
0,M,50,59000.0,2017,2,2,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2017,9,25,10,10,5,bogo,True,True,True,True
0,F,77,71000.0,2017,4,25,0,0,3,informational,True,True,False,True
1,M,51,65000.0,2018,4,5,5,5,5,bogo,True,True,True,True
1,F,54,53000.0,2017,4,15,3,7,7,discount,True,True,True,True
1,M,60,35000.0,2017,5,3,3,7,7,discount,True,True,True,True
0,M,45,51000.0,2018,5,14,10,10,7,bogo,True,True,False,True
0,F,47,57000.0,2018,7,15,2,10,10,discount,True,True,True,True
1,M,39,62000.0,2015,5,27,5,5,5,bogo,True,True,True,True
0,F,118,70598.23,2016,4,3,5,5,5,bogo,True,True,True,True
1,F,34,44000.0,2016,7,27,10,10,5,bogo,True,True,True,True
1,F,50,48000.0,2015,9,10,5,5,5,bogo,True,True,True,True
1,M,38,83000.0,2018,1,11,5,5,5,bogo,True,True,True,True
1,M,71,96000.0,2015,11,16,3,7,7,discount,True,True,True,True
1,F,55,65000.0,2018,7,26,10,10,7,bogo,True,True,False,True
1,M,70,45000.0,2017,7,13,3,7,7,discount,True,True,True,True
1,F,36,70000.0,2018,7,1,2,10,10,discount,True,True,True,True
0,F,90,89000.0,2017,12,3,5,20,10,discount,True,False,True,False
0,F,118,70598.23,2018,2,20,2,10,10,discount,True,True,True,True
0,F,48,63000.0,2017,12,30,3,7,7,discount,True,True,True,True
0,M,50,52000.0,2017,9,28,0,0,3,informational,True,True,False,True
0,F,65,65000.0,2016,11,26,0,0,3,informational,True,True,False,True
0,M,71,55000.0,2018,1,5,0,0,3,informational,True,True,False,True
0,M,66,70000.0,2016,7,4,0,0,3,informational,True,True,False,True
1,F,24,42000.0,2017,11,14,10,10,5,bogo,True,True,True,True
0,M,78,90000.0,2018,1,1,0,0,3,informational,True,True,False,True
0,M,63,78000.0,2018,7,26,10,10,5,bogo,True,True,True,True
0,F,37,40000.0,2017,10,27,0,0,3,informational,True,True,False,True
0,M,19,52000.0,2017,12,19,5,5,7,bogo,True,True,True,False
1,M,85,66000.0,2016,1,16,5,5,7,bogo,True,True,True,False
1,M,64,98000.0,2018,6,29,5,20,10,discount,True,False,True,False
1,M,50,73000.0,2016,1,25,2,10,10,discount,True,True,True,True
0,M,21,42000.0,2018,7,17,3,7,7,discount,True,True,True,True
1,M,21,52000.0,2016,7,11,2,10,10,discount,True,True,True,True
0,M,83,60000.0,2017,3,12,0,0,3,informational,True,True,False,True
1,M,62,40000.0,2018,7,18,5,5,7,bogo,True,True,True,False
1,M,47,85000.0,2015,11,20,2,10,7,discount,True,True,True,False
0,F,58,39000.0,2017,12,14,10,10,7,bogo,True,True,False,True
0,M,81,77000.0,2018,5,28,0,0,3,informational,True,True,False,True
1,M,43,86000.0,2015,6,3,10,10,7,bogo,True,True,False,True
0,M,73,77000.0,2017,10,5,10,10,7,bogo,True,True,False,True
0,F,49,59000.0,2018,6,4,0,0,3,informational,True,True,False,True
0,F,54,110000.0,2016,4,28,0,0,3,informational,True,True,False,True
0,M,57,80000.0,2015,11,6,0,0,4,informational,True,True,True,False
0,F,118,70598.23,2017,4,8,10,10,7,bogo,True,True,False,True
1,F,53,87000.0,2017,7,26,10,10,7,bogo,True,True,False,True
0,F,38,72000.0,2017,12,4,10,10,5,bogo,True,True,True,True
1,F,73,91000.0,2015,12,17,5,5,7,bogo,True,True,True,False
0,M,52,68000.0,2017,8,18,2,10,10,discount,True,True,True,True
1,M,48,83000.0,2017,5,6,10,10,7,bogo,True,True,False,True
0,M,24,32000.0,2015,2,27,0,0,3,informational,True,True,False,True
1,M,63,75000.0,2017,10,7,10,10,5,bogo,True,True,True,True
1,M,60,47000.0,2018,3,2,5,5,7,bogo,True,True,True,False
1,F,57,56000.0,2016,2,17,2,10,7,discount,True,True,True,False
0,M,35,70000.0,2018,2,26,10,10,5,bogo,True,True,True,True
1,F,58,39000.0,2017,4,12,10,10,5,bogo,True,True,True,True
1,M,84,96000.0,2017,8,30,2,10,10,discount,True,True,True,True
0,M,71,46000.0,2018,3,18,2,10,10,discount,True,True,True,True
0,M,60,60000.0,2018,7,8,2,10,10,discount,True,True,True,True
1,F,48,54000.0,2016,6,2,5,5,7,bogo,True,True,True,False
1,M,54,109000.0,2017,2,1,3,7,7,discount,True,True,True,True
1,F,25,69000.0,2016,4,12,10,10,5,bogo,True,True,True,True
1,F,41,87000.0,2015,9,21,2,10,10,discount,True,True,True,True
0,M,88,52000.0,2017,11,25,0,0,3,informational,True,True,False,True
0,F,51,84000.0,2015,10,14,5,5,5,bogo,True,True,True,True
1,M,29,65000.0,2017,12,15,3,7,7,discount,True,True,True,True
1,M,61,52000.0,2018,2,20,5,5,7,bogo,True,True,True,False
0,F,38,51000.0,2014,3,24,10,10,7,bogo,True,True,False,True
1,F,87,76000.0,2017,4,4,2,10,7,discount,True,True,True,False
0,F,75,67000.0,2017,12,18,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2016,5,13,10,10,7,bogo,True,True,False,True
0,F,118,70598.23,2018,7,7,5,5,7,bogo,True,True,True,False
0,F,58,71000.0,2015,7,21,0,0,3,informational,True,True,False,True
1,F,54,80000.0,2017,2,7,5,5,5,bogo,True,True,True,True
0,F,55,87000.0,2017,8,7,2,10,10,discount,True,True,True,True
1,F,56,105000.0,2016,8,8,2,10,10,discount,True,True,True,True
0,F,87,58000.0,2018,6,9,2,10,10,discount,True,True,True,True
1,F,52,42000.0,2017,3,16,5,5,7,bogo,True,True,True,False
1,F,54,85000.0,2016,4,2,10,10,5,bogo,True,True,True,True
1,M,75,44000.0,2016,7,4,10,10,5,bogo,True,True,True,True
0,M,22,45000.0,2017,9,4,0,0,3,informational,True,True,False,True
0,M,56,94000.0,2018,7,8,3,7,7,discount,True,True,True,True
1,F,36,52000.0,2017,1,21,10,10,5,bogo,True,True,True,True
0,F,51,71000.0,2017,6,4,0,0,4,informational,True,True,True,False
0,F,51,70000.0,2017,9,28,2,10,10,discount,True,True,True,True
