,gender,age,income,became_member_on_year,became_member_on_month,became_member_on_day,is_offer_completed,reward,difficulty,duration,offer_type,email,mobile,web,social
26333,F,39,73000.0,2017,10,6,1,10,10,5,bogo,True,True,True,True
26334,M,71,48000.0,2017,11,2,0,5,5,7,bogo,True,True,True,False
26335,M,71,48000.0,2017,11,2,0,10,10,7,bogo,True,True,False,True
26336,F,92,78000.0,2018,7,16,0,5,20,10,discount,True,False,True,False
26337,F,92,78000.0,2018,7,16,1,2,10,7,discount,True,True,True,False
26338,F,92,78000.0,2018,7,16,1,5,5,5,bogo,True,True,True,True
26339,F,92,78000.0,2018,7,16,1,2,10,10,discount,True,True,True,True
26340,F,118,70598.22601839685,2018,6,25,0,3,7,7,discount,True,True,True,True
26341,F,118,70598.22601839685,2018,6,25,0,2,10,7,discount,True,True,True,False
26342,F,118,70598.22601839685,2018,6,25,0,5,5,5,bogo,True,True,True,True
26343,F,118,70598.22601839685,2018,6,25,0,2,10,10,discount,True,True,True,True
26344,F,20,74000.0,2017,12,25,1,3,7,7,discount,True,True,True,True
26345,F,20,74000.0,2017,12,25,1,10,10,5,bogo,True,True,True,True
26346,F,20,74000.0,2017,12,25,0,0,0,3,informational,True,True,False,True
26347,M,58,118000.0,2016,9,12,1,10,10,5,bogo,True,True,True,True
26348,M,58,118000.0,2016,9,12,1,5,5,5,bogo,True,True,True,True
26349,M,58,74000.0,2017,8,31,0,10,10,5,bogo,True,True,True,True
26350,M,58,74000.0,2017,8,31,0,10,10,7,bogo,True,True,False,True
26351,M,24,59000.0,2018,3,19,0,10,10,5,bogo,True,True,True,True
26352,M,24,59000.0,2018,3,19,0,0,0,3,informational,True,True,False,True
26353,M,24,59000.0,2018,3,19,0,10,10,7,bogo,True,True,False,True
26354,M,24,59000.0,2018,3,19,0,5,5,5,bogo,True,True,True,True
26355,M,24,59000.0,2018,3,19,0,2,10,10,discount,True,True,True,True
26356,F,53,70000.0,2018,4,30,0,0,0,4,informational,True,True,True,False
26357,F,53,70000.0,2018,4,30,1,10,10,5,bogo,True,True,True,True
26358,F,53,70000.0,2018,4,30,0,5,5,5,bogo,True,True,True,True
26359,F,53,70000.0,2018,4,30,1,2,10,10,discount,True,True,True,True
26360,M,65,65000.0,2015,12,2,1,2,10,7,discount,True,True,True,False
26361,M,65,65000.0,2015,12,2,0,0,0,4,informational,True,True,True,False
26362,M,65,65000.0,2015,12,2,1,10,10,5,bogo,True,True,True,True
26363,M,65,65000.0,2015,12,2,0,0,0,3,informational,True,True,False,True
26364,F,70,85000.0,2017,9,20,0,3,7,7,discount,True,True,True,True
26365,F,70,85000.0,2017,9,20,1,2,10,10,discount,True,True,True,True
26366,F,59,81000.0,2018,5,1,1,10,10,5,bogo,True,True,True,True
26367,F,59,81000.0,2018,5,1,1,5,5,7,bogo,True,True,True,False
26368,M,35,65000.0,2016,7,19,0,0,0,3,informational,True,True,False,True
26369,F,78,84000.0,2018,1,12,0,0,0,3,informational,True,True,False,True
26370,F,70,35000.0,2015,8,19,1,3,7,7,discount,True,True,True,True
26371,F,70,35000.0,2015,8,19,1,2,10,10,discount,True,True,True,True
26372,M,39,57000.0,2017,8,8,0,10,10,5,bogo,True,True,True,True
26373,M,39,57000.0,2017,8,8,0,0,0,3,informational,True,True,False,True
26374,M,39,57000.0,2017,8,8,1,5,5,7,bogo,True,True,True,False
26375,M,39,57000.0,2017,8,8,1,5,5,5,bogo,True,True,True,True
26376,M,26,33000.0,2017,7,25,0,3,7,7,discount,True,True,True,True
26377,M,26,33000.0,2017,7,25,0,5,5,5,bogo,True,True,True,True
26378,F,57,87000.0,2018,5,20,0,3,7,7,discount,True,True,True,True
26379,F,57,87000.0,2018,5,20,1,2,10,7,discount,True,True,True,False
26380,F,57,87000.0,2018,5,20,0,0,0,3,informational,True,True,False,True
26381,F,57,87000.0,2018,5,20,0,2,10,10,discount,True,True,True,True
26382,M,90,34000.0,2017,11,29,0,3,7,7,discount,True,True,True,True
26383,M,90,34000.0,2017,11,29,0,10,10,5,bogo,True,True,True,True
26384,M,90,34000.0,2017,11,29,0,0,0,3,informational,True,True,False,True
26385,M,90,34000.0,2017,11,29,0,10,10,7,bogo,True,True,False,True
26386,M,27,41000.0,2018,7,3,0,10,10,5,bogo,True,True,True,True
26387,M,27,41000.0,2018,7,3,0,0,0,3,informational,True,True,False,True
26388,F,92,65000.0,2016,3,12,0,10,10,5,bogo,True,True,True,True
26389,F,92,65000.0,2016,3,12,0,0,0,3,informational,True,True,False,True
26390,F,92,65000.0,2016,3,12,1,5,5,7,bogo,True,True,True,False
26391,F,92,65000.0,2016,3,12,1,2,10,10,discount,True,True,True,True
26392,M,47,74000.0,2017,8,21,0,10,10,5,bogo,True,True,True,True
26393,M,47,74000.0,2017,8,21,1,10,10,7,bogo,True,True,False,True
26394,M,65,67000.0,2017,6,2,1,2,10,7,discount,True,True,True,False
26395,M,65,67000.0,2017,6,2,0,0,0,4,informational,True,True,True,False
26396,M,65,67000.0,2017,6,2,1,10,10,5,bogo,True,True,True,True
26397,F,29,45000.0,2015,8,8,1,10,10,5,bogo,True,True,True,True
26398,F,29,45000.0,2015,8,8,0,0,0,3,informational,True,True,False,True
26399,F,29,45000.0,2015,8,8,1,5,5,5,bogo,True,True,True,True
26400,M,44,69000.0,2017,10,25,0,2,10,7,discount,True,True,True,False
26401,M,44,69000.0,2017,10,25,0,10,10,5,bogo,True,True,True,True
26402,M,44,69000.0,2017,10,25,0,0,0,3,informational,True,True,False,True
26403,M,44,69000.0,2017,10,25,0,5,5,7,bogo,True,True,True,False
26404,M,44,69000.0,2017,10,25,1,5,5,5,bogo,True,True,True,True
26405,M,56,111000.0,2017,10,20,1,3,7,7,discount,True,True,True,True
26406,M,56,111000.0,2017,10,20,0,0,0,3,informational,True,True,False,True
26407,M,56,111000.0,2017,10,20,1,10,10,7,bogo,True,True,False,True
26408,M,58,41000.0,2017,10,15,0,3,7,7,discount,True,True,True,True
26409,M,58,41000.0,2017,10,15,0,10,10,5,bogo,True,True,True,True
26410,M,58,41000.0,2017,10,15,0,0,0,3,informational,True,True,False,True
26411,M,58,41000.0,2017,10,15,0,10,10,7,bogo,True,True,False,True
26412,M,58,46000.0,2017,9,8,1,2,10,7,discount,True,True,True,False
26413,M,58,46000.0,2017,9,8,0,0,0,4,informational,True,True,True,False
26414,M,58,46000.0,2017,9,8,1,5,5,7,bogo,True,True,True,False
26415,M,58,46000.0,2017,9,8,1,10,10,7,bogo,True,True,False,True
26416,M,58,46000.0,2017,9,8,1,5,5,5,bogo,True,True,True,True
26417,M,41,55000.0,2018,2,5,1,5,20,10,discount,True,False,True,False
26418,M,41,55000.0,2018,2,5,1,3,7,7,discount,True,True,True,True
26419,M,41,55000.0,2018,2,5,1,2,10,7,discount,True,True,True,False
26420,M,41,55000.0,2018,2,5,1,2,10,10,discount,True,True,True,True
26421,F,118,70598.22601839685,2017,12,4,0,5,20,10,discount,True,False,True,False
26422,F,118,70598.22601839685,2017,12,4,0,0,0,4,informational,True,True,True,False
26423,F,118,70598.22601839685,2017,12,4,0,0,0,3,informational,True,True,False,True
26424,F,118,70598.22601839685,2017,12,4,0,5,5,7,bogo,True,True,True,False
26425,F,118,70598.22601839685,2017,3,23,1,2,10,7,discount,True,True,True,False
26426,M,71,43000.0,2018,3,1,0,0,0,3,informational,True,True,False,True
26427,M,71,43000.0,2018,3,1,0,5,5,5,bogo,True,True,True,True
26428,F,69,61000.0,2015,10,9,1,5,20,10,discount,True,False,True,False
26429,F,69,61000.0,2015,10,9,0,0,0,3,informational,True,True,False,True
26430,F,69,61000.0,2015,10,9,1,5,5,7,bogo,True,True,True,False
26431,F,59,80000.0,2016,1,29,1,3,7,7,discount,True,True,True,True
26432,F,59,80000.0,2016,1,29,1,10,10,5,bogo,True,True,True,True
26433,F,76,103000.0,2017,10,28,0,0,0,3,informational,True,True,False,True
26434,F,76,103000.0,2017,10,28,0,5,5,7,bogo,True,True,True,False
26435,F,76,103000.0,2017,10,28,0,10,10,7,bogo,True,True,False,True
26436,F,76,103000.0,2017,10,28,0,5,5,5,bogo,True,True,True,True
26437,M,48,52000.0,2018,5,11,0,10,10,5,bogo,True,True,True,True
26438,M,48,52000.0,2018,5,11,0,2,10,10,discount,True,True,True,True
26439,F,54,93000.0,2017,9,28,1,5,5,5,bogo,True,True,True,True
26440,F,118,70598.22601839685,2018,6,26,0,10,10,5,bogo,True,True,True,True
26441,F,118,70598.22601839685,2018,6,26,0,2,10,10,discount,True,True,True,True
26442,M,41,72000.0,2018,1,23,1,3,7,7,discount,True,True,True,True
26443,M,41,72000.0,2018,1,23,0,10,10,5,bogo,True,True,True,True
26444,M,41,72000.0,2018,1,23,1,2,10,10,discount,True,True,True,True
26445,M,54,45000.0,2017,7,28,0,10,10,5,bogo,True,True,True,True
26446,M,54,45000.0,2017,7,28,0,0,0,3,informational,True,True,False,True
26447,M,50,84000.0,2014,9,19,0,0,0,4,informational,True,True,True,False
26448,M,50,84000.0,2014,9,19,1,10,10,7,bogo,True,True,False,True
26449,M,50,84000.0,2014,9,19,1,2,10,10,discount,True,True,True,True
26450,F,65,43000.0,2016,1,17,1,3,7,7,discount,True,True,True,True
26451,F,65,43000.0,2016,1,17,0,0,0,4,informational,True,True,True,False
26452,F,65,43000.0,2016,1,17,1,10,10,7,bogo,True,True,False,True
26453,F,64,95000.0,2016,6,21,1,5,20,10,discount,True,False,True,False
26454,F,64,95000.0,2016,6,21,1,2,10,7,discount,True,True,True,False
26455,F,64,95000.0,2016,6,21,0,0,0,3,informational,True,True,False,True
26456,F,64,95000.0,2016,6,21,1,5,5,7,bogo,True,True,True,False
26457,M,52,67000.0,2014,7,9,1,3,7,7,discount,True,True,True,True
26458,M,52,67000.0,2014,7,9,1,10,10,5,bogo,True,True,True,True
26459,M,52,67000.0,2014,7,9,1,10,10,7,bogo,True,True,False,True
26460,M,52,67000.0,2014,7,9,0,5,5,5,bogo,True,True,True,True
26461,M,47,51000.0,2017,1,8,1,3,7,7,discount,True,True,True,True
26462,M,47,51000.0,2017,1,8,0,0,0,4,informational,True,True,True,False
26463,M,47,51000.0,2017,1,8,0,10,10,7,bogo,True,True,False,True
26464,M,47,51000.0,2017,1,8,1,5,5,5,bogo,True,True,True,True
26465,M,47,51000.0,2017,1,8,1,2,10,10,discount,True,True,True,True
26466,M,62,65000.0,2018,1,25,0,3,7,7,discount,True,True,True,True
26467,M,62,65000.0,2018,1,25,1,10,10,7,bogo,True,True,False,True
26468,M,62,65000.0,2018,1,25,0,5,5,5,bogo,True,True,True,True
26469,F,63,83000.0,2016,2,16,1,5,5,5,bogo,True,True,True,True
26470,F,63,83000.0,2016,2,16,1,2,10,10,discount,True,True,True,True
26471,F,48,42000.0,2016,2,9,1,2,10,7,discount,True,True,True,False
26472,F,48,42000.0,2016,2,9,1,5,5,7,bogo,True,True,True,False
26473,F,63,115000.0,2017,4,29,1,10,10,5,bogo,True,True,True,True
26474,F,63,115000.0,2017,4,29,1,5,5,5,bogo,True,True,True,True
26475,F,63,115000.0,2017,4,29,1,2,10,10,discount,True,True,True,True
26476,F,48,38000.0,2016,4,2,1,5,5,5,bogo,True,True,True,True
26477,F,69,66000.0,2017,10,22,0,0,0,4,informational,True,True,True,False
26478,F,69,66000.0,2017,10,22,0,10,10,7,bogo,True,True,False,True
26479,F,69,66000.0,2017,10,22,0,5,5,5,bogo,True,True,True,True
26480,F,69,66000.0,2017,10,22,0,2,10,10,discount,True,True,True,True
26481,F,118,70598.22601839685,2018,1,15,0,5,20,10,discount,True,False,True,False
26482,F,118,70598.22601839685,2018,1,15,0,3,7,7,discount,True,True,True,True
26483,F,118,70598.22601839685,2018,1,15,0,0,0,3,informational,True,True,False,True
26484,F,118,70598.22601839685,2018,1,15,0,5,5,5,bogo,True,True,True,True
26485,F,118,70598.22601839685,2016,12,23,1,3,7,7,discount,True,True,True,True
26486,F,118,70598.22601839685,2016,12,23,1,10,10,5,bogo,True,True,True,True
26487,F,118,70598.22601839685,2016,12,23,0,5,5,7,bogo,True,True,True,False
26488,F,118,70598.22601839685,2016,12,23,0,5,5,5,bogo,True,True,True,True
26489,F,118,70598.22601839685,2016,12,23,1,2,10,10,discount,True,True,True,True
26490,F,118,70598.22601839685,2017,12,22,0,5,20,10,discount,True,False,True,False
26491,F,118,70598.22601839685,2017,12,22,0,5,5,7,bogo,True,True,True,False
26492,F,118,70598.22601839685,2017,12,22,0,10,10,7,bogo,True,True,False,True
26493,F,118,70598.22601839685,2017,12,22,0,5,5,5,bogo,True,True,True,True
26494,F,118,70598.22601839685,2016,11,18,0,0,0,3,informational,True,True,False,True
26495,M,42,68000.0,2017,12,10,0,0,0,4,informational,True,True,True,False
26496,M,42,68000.0,2017,12,10,0,0,0,3,informational,True,True,False,True
26497,M,25,35000.0,2017,11,19,0,10,10,7,bogo,True,True,False,True
26498,M,25,35000.0,2017,11,19,1,2,10,10,discount,True,True,True,True
26499,F,68,95000.0,2018,6,18,0,5,20,10,discount,True,False,True,False
26500,F,68,95000.0,2018,6,18,0,0,0,3,informational,True,True,False,True
26501,F,68,95000.0,2018,6,18,0,5,5,7,bogo,True,True,True,False
26502,F,68,95000.0,2018,6,18,0,2,10,10,discount,True,True,True,True
26503,F,118,70598.22601839685,2016,1,19,0,10,10,5,bogo,True,True,True,True
26504,F,118,70598.22601839685,2016,1,19,0,5,5,7,bogo,True,True,True,False
26505,F,118,70598.22601839685,2016,1,19,1,5,5,5,bogo,True,True,True,True
26506,M,65,60000.0,2018,5,2,0,0,0,4,informational,True,True,True,False
26507,M,65,60000.0,2018,5,2,1,5,5,5,bogo,True,True,True,True
26508,M,65,60000.0,2018,5,2,1,2,10,10,discount,True,True,True,True
26509,M,45,36000.0,2018,3,1,0,0,0,3,informational,True,True,False,True
26510,M,45,36000.0,2018,3,1,0,2,10,10,discount,True,True,True,True
26511,F,82,74000.0,2018,7,10,0,3,7,7,discount,True,True,True,True
26512,F,82,74000.0,2018,7,10,0,10,10,5,bogo,True,True,True,True
26513,F,82,74000.0,2018,7,10,1,10,10,7,bogo,True,True,False,True
26514,F,118,70598.22601839685,2015,7,11,0,10,10,7,bogo,True,True,False,True
26515,F,118,70598.22601839685,2015,7,11,0,2,10,10,discount,True,True,True,True
26516,M,85,60000.0,2016,6,25,1,3,7,7,discount,True,True,True,True
26517,M,85,60000.0,2016,6,25,1,5,5,7,bogo,True,True,True,False
26518,M,85,60000.0,2016,6,25,0,5,5,5,bogo,True,True,True,True
26519,M,85,60000.0,2016,6,25,1,2,10,10,discount,True,True,True,True
26520,F,118,70598.22601839685,2018,6,6,0,10,10,5,bogo,True,True,True,True
26521,F,118,70598.22601839685,2018,6,6,0,10,10,7,bogo,True,True,False,True
26522,M,83,70000.0,2018,1,4,0,0,0,4,informational,True,True,True,False
26523,M,83,70000.0,2018,1,4,0,10,10,5,bogo,True,True,True,True
26524,M,83,70000.0,2018,1,4,0,10,10,7,bogo,True,True,False,True
26525,M,83,70000.0,2018,1,4,0,5,5,5,bogo,True,True,True,True
26526,F,76,38000.0,2018,2,18,0,10,10,5,bogo,True,True,True,True
26527,F,76,38000.0,2018,2,18,0,0,0,3,informational,True,True,False,True
26528,F,76,38000.0,2018,2,18,0,10,10,7,bogo,True,True,False,True
26529,F,76,38000.0,2018,2,18,1,2,10,10,discount,True,True,True,True
26530,F,52,33000.0,2017,1,23,0,0,0,4,informational,True,True,True,False
26531,F,52,33000.0,2017,1,23,0,0,0,3,informational,True,True,False,True
26532,F,52,33000.0,2017,1,23,1,2,10,10,discount,True,True,True,True
26533,M,67,52000.0,2018,1,20,0,3,7,7,discount,True,True,True,True
26534,M,67,52000.0,2018,1,20,0,0,0,4,informational,True,True,True,False
26535,M,67,52000.0,2018,1,20,0,10,10,7,bogo,True,True,False,True
26536,M,67,52000.0,2018,1,20,0,5,5,5,bogo,True,True,True,True
26537,M,51,74000.0,2018,3,5,0,0,0,3,informational,True,True,False,True
26538,F,69,56000.0,2015,12,2,1,3,7,7,discount,True,True,True,True
26539,F,69,56000.0,2015,12,2,0,0,0,3,informational,True,True,False,True
26540,F,69,56000.0,2015,12,2,1,10,10,7,bogo,True,True,False,True
26541,M,50,51000.0,2018,7,19,0,10,10,5,bogo,True,True,True,True
26542,M,50,51000.0,2018,7,19,0,0,0,3,informational,True,True,False,True
26543,F,42,46000.0,2018,2,3,0,0,0,3,informational,True,True,False,True
26544,M,60,97000.0,2017,12,5,1,3,7,7,discount,True,True,True,True
26545,M,60,97000.0,2017,12,5,1,2,10,7,discount,True,True,True,False
26546,M,61,64000.0,2015,10,29,0,10,10,7,bogo,True,True,False,True
26547,M,61,64000.0,2015,10,29,1,2,10,10,discount,True,True,True,True
26548,F,118,70598.22601839685,2016,1,7,0,10,10,5,bogo,True,True,True,True
26549,F,75,57000.0,2018,1,6,1,3,7,7,discount,True,True,True,True
26550,F,75,57000.0,2018,1,6,0,10,10,5,bogo,True,True,True,True
26551,F,75,57000.0,2018,1,6,1,5,5,5,bogo,True,True,True,True
26552,F,75,57000.0,2018,1,6,1,2,10,10,discount,True,True,True,True
26553,F,31,71000.0,2018,4,5,0,10,10,7,bogo,True,True,False,True
26554,F,31,71000.0,2018,4,5,0,5,5,5,bogo,True,True,True,True
26555,M,26,42000.0,2018,7,21,0,10,10,5,bogo,True,True,True,True
26556,M,26,42000.0,2018,7,21,0,10,10,7,bogo,True,True,False,True
26557,F,50,63000.0,2017,11,23,0,10,10,5,bogo,True,True,True,True
26558,F,50,63000.0,2017,11,23,0,0,0,3,informational,True,True,False,True
26559,M,53,53000.0,2017,4,3,0,0,0,4,informational,True,True,True,False
26560,F,62,77000.0,2016,5,31,0,0,0,3,informational,True,True,False,True
26561,F,59,55000.0,2015,8,29,1,3,7,7,discount,True,True,True,True
26562,F,59,55000.0,2015,8,29,1,2,10,10,discount,True,True,True,True
26563,M,31,53000.0,2018,6,1,0,3,7,7,discount,True,True,True,True
26564,M,31,53000.0,2018,6,1,0,10,10,5,bogo,True,True,True,True
26565,M,45,52000.0,2018,5,5,1,3,7,7,discount,True,True,True,True
26566,M,45,52000.0,2018,5,5,0,0,0,3,informational,True,True,False,True
26567,M,45,52000.0,2018,5,5,0,10,10,7,bogo,True,True,False,True
26568,M,45,52000.0,2018,5,5,0,5,5,5,bogo,True,True,True,True
26569,M,45,52000.0,2018,5,5,1,2,10,10,discount,True,True,True,True
26570,F,86,70000.0,2017,11,5,1,3,7,7,discount,True,True,True,True
26571,F,86,70000.0,2017,11,5,0,0,0,3,informational,True,True,False,True
26572,F,86,70000.0,2017,11,5,1,5,5,5,bogo,True,True,True,True
26573,F,29,53000.0,2018,6,20,0,0,0,3,informational,True,True,False,True
26574,F,29,53000.0,2018,6,20,0,5,5,5,bogo,True,True,True,True
26575,M,43,43000.0,2017,8,13,0,3,7,7,discount,True,True,True,True
26576,M,43,43000.0,2017,8,13,0,0,0,3,informational,True,True,False,True
26577,M,43,43000.0,2017,8,13,0,5,5,5,bogo,True,True,True,True
26578,M,69,51000.0,2016,9,30,1,10,10,5,bogo,True,True,True,True
26579,M,69,51000.0,2016,9,30,1,5,5,7,bogo,True,True,True,False
26580,M,69,51000.0,2016,9,30,1,10,10,7,bogo,True,True,False,True
26581,M,52,41000.0,2017,8,16,0,0,0,4,informational,True,True,True,False
26582,M,52,41000.0,2017,8,16,1,10,10,5,bogo,True,True,True,True
26583,M,52,41000.0,2017,8,16,0,5,5,5,bogo,True,True,True,True
26584,M,52,41000.0,2017,8,16,1,2,10,10,discount,True,True,True,True
26585,F,52,51000.0,2016,5,29,0,0,0,3,informational,True,True,False,True
26586,F,52,51000.0,2016,5,29,1,2,10,10,discount,True,True,True,True
26587,M,56,41000.0,2018,7,7,0,0,0,4,informational,True,True,True,False
26588,M,56,33000.0,2018,7,14,0,10,10,5,bogo,True,True,True,True
26589,M,56,33000.0,2018,7,14,0,0,0,3,informational,True,True,False,True
26590,M,56,33000.0,2018,7,14,0,5,5,5,bogo,True,True,True,True
26591,M,68,119000.0,2017,6,3,0,3,7,7,discount,True,True,True,True
26592,M,68,119000.0,2017,6,3,1,10,10,5,bogo,True,True,True,True
26593,M,69,46000.0,2017,3,24,0,3,7,7,discount,True,True,True,True
26594,M,69,46000.0,2017,3,24,1,5,5,5,bogo,True,True,True,True
26595,M,61,94000.0,2018,6,12,0,2,10,7,discount,True,True,True,False
26596,M,61,94000.0,2018,6,12,0,10,10,5,bogo,True,True,True,True
26597,M,61,94000.0,2018,6,12,1,5,5,5,bogo,True,True,True,True
26598,M,61,94000.0,2018,6,12,1,2,10,10,discount,True,True,True,True
26599,F,71,63000.0,2018,2,11,0,5,20,10,discount,True,False,True,False
26600,F,71,63000.0,2018,2,11,0,3,7,7,discount,True,True,True,True
26601,F,71,63000.0,2018,2,11,0,2,10,7,discount,True,True,True,False
26602,F,71,63000.0,2018,2,11,0,0,0,4,informational,True,True,True,False
26603,F,71,63000.0,2018,2,11,0,10,10,5,bogo,True,True,True,True
26604,F,71,63000.0,2018,2,11,0,2,10,10,discount,True,True,True,True
26605,M,78,52000.0,2018,3,19,0,10,10,7,bogo,True,True,False,True
26606,F,22,72000.0,2017,11,16,1,3,7,7,discount,True,True,True,True
26607,F,22,72000.0,2017,11,16,1,5,5,5,bogo,True,True,True,True
26608,M,65,33000.0,2015,10,16,0,0,0,4,informational,True,True,True,False
26609,M,65,33000.0,2015,10,16,0,10,10,5,bogo,True,True,True,True
26610,M,65,33000.0,2015,10,16,0,0,0,3,informational,True,True,False,True
26611,M,65,33000.0,2015,10,16,0,10,10,7,bogo,True,True,False,True
26612,F,118,70598.22601839685,2018,1,8,0,0,0,4,informational,True,True,True,False
26613,F,118,70598.22601839685,2018,1,8,0,5,5,5,bogo,True,True,True,True
26614,F,60,80000.0,2016,7,26,1,5,20,10,discount,True,False,True,False
26615,F,60,80000.0,2016,7,26,1,10,10,5,bogo,True,True,True,True
26616,M,59,71000.0,2018,1,11,1,10,10,5,bogo,True,True,True,True
26617,M,59,71000.0,2018,1,11,0,5,5,5,bogo,True,True,True,True
26618,M,59,71000.0,2018,1,11,1,2,10,10,discount,True,True,True,True
26619,F,55,109000.0,2016,7,22,1,3,7,7,discount,True,True,True,True
26620,F,55,109000.0,2016,7,22,1,5,5,5,bogo,True,True,True,True
26621,M,64,67000.0,2017,11,18,0,3,7,7,discount,True,True,True,True
26622,M,64,67000.0,2017,11,18,1,2,10,10,discount,True,True,True,True
26623,M,63,53000.0,2017,9,17,1,5,20,10,discount,True,False,True,False
26624,M,63,53000.0,2017,9,17,0,3,7,7,discount,True,True,True,True
26625,M,63,53000.0,2017,9,17,1,10,10,5,bogo,True,True,True,True
26626,M,63,53000.0,2017,9,17,1,10,10,7,bogo,True,True,False,True
26627,M,46,72000.0,2016,9,14,1,3,7,7,discount,True,True,True,True
26628,M,46,72000.0,2016,9,14,0,10,10,7,bogo,True,True,False,True
26629,F,52,85000.0,2016,4,8,1,3,7,7,discount,True,True,True,True
26630,F,52,85000.0,2016,4,8,1,2,10,10,discount,True,True,True,True
26631,M,59,70000.0,2017,6,4,0,2,10,7,discount,True,True,True,False
26632,M,59,70000.0,2017,6,4,1,5,5,7,bogo,True,True,True,False
26633,F,50,87000.0,2014,11,12,0,0,0,4,informational,True,True,True,False
26634,F,50,87000.0,2014,11,12,1,10,10,7,bogo,True,True,False,True
26635,F,50,87000.0,2014,11,12,1,5,5,5,bogo,True,True,True,True
26636,M,70,64000.0,2016,3,20,1,10,10,5,bogo,True,True,True,True
26637,M,70,64000.0,2016,3,20,1,10,10,7,bogo,True,True,False,True
26638,M,70,64000.0,2016,3,20,1,5,5,5,bogo,True,True,True,True
26639,F,61,61000.0,2017,9,26,1,2,10,7,discount,True,True,True,False
26640,F,61,61000.0,2017,9,26,1,10,10,5,bogo,True,True,True,True
26641,F,61,61000.0,2017,9,26,1,10,10,7,bogo,True,True,False,True
26642,F,61,61000.0,2017,9,26,1,5,5,5,bogo,True,True,True,True
26643,F,55,82000.0,2018,4,19,0,10,10,5,bogo,True,True,True,True
26644,F,55,82000.0,2018,4,19,0,0,0,3,informational,True,True,False,True
26645,F,55,82000.0,2018,4,19,1,2,10,10,discount,True,True,True,True
26646,F,75,78000.0,2017,12,6,1,5,20,10,discount,True,False,True,False
26647,F,75,78000.0,2017,12,6,1,3,7,7,discount,True,True,True,True
26648,F,75,78000.0,2017,12,6,0,2,10,7,discount,True,True,True,False
26649,F,75,78000.0,2017,12,6,1,10,10,5,bogo,True,True,True,True
26650,F,75,78000.0,2017,12,6,0,5,5,7,bogo,True,True,True,False
26651,F,118,70598.22601839685,2017,10,22,0,10,10,5,bogo,True,True,True,True
26652,F,118,70598.22601839685,2017,10,22,0,10,10,7,bogo,True,True,False,True
26653,F,118,70598.22601839685,2017,8,16,0,2,10,10,discount,True,True,True,True
26654,F,50,62000.0,2017,3,28,1,2,10,7,discount,True,True,True,False
26655,F,50,62000.0,2017,3,28,0,0,0,3,informational,True,True,False,True
26656,M,20,43000.0,2016,1,2,0,0,0,4,informational,True,True,True,False
26657,M,20,43000.0,2016,1,2,1,10,10,5,bogo,True,True,True,True
26658,M,20,43000.0,2016,1,2,1,10,10,7,bogo,True,True,False,True
26659,M,62,94000.0,2016,8,2,1,5,20,10,discount,True,False,True,False
26660,M,62,94000.0,2016,8,2,1,2,10,7,discount,True,True,True,False
26661,M,62,94000.0,2016,8,2,0,0,0,4,informational,True,True,True,False
26662,M,65,88000.0,2017,12,17,1,3,7,7,discount,True,True,True,True
26663,M,65,88000.0,2017,12,17,1,10,10,5,bogo,True,True,True,True
26664,M,65,88000.0,2017,12,17,1,5,5,5,bogo,True,True,True,True
26665,M,51,80000.0,2017,11,11,1,5,20,10,discount,True,False,True,False
26666,M,51,80000.0,2017,11,11,0,0,0,4,informational,True,True,True,False
26667,M,51,80000.0,2017,11,11,0,0,0,3,informational,True,True,False,True
26668,M,51,80000.0,2017,11,11,1,2,10,10,discount,True,True,True,True
26669,F,67,76000.0,2017,12,11,0,3,7,7,discount,True,True,True,True
26670,F,67,76000.0,2017,12,11,1,10,10,7,bogo,True,True,False,True
26671,F,67,76000.0,2017,12,11,1,2,10,10,discount,True,True,True,True
26672,F,118,70598.22601839685,2017,11,27,0,0,0,4,informational,True,True,True,False
26673,F,27,73000.0,2017,11,17,0,0,0,3,informational,True,True,False,True
26674,F,27,73000.0,2017,11,17,1,10,10,7,bogo,True,True,False,True
26675,F,61,77000.0,2015,12,26,0,0,0,3,informational,True,True,False,True
26676,M,30,48000.0,2013,8,24,0,10,10,5,bogo,True,True,True,True
26677,M,30,48000.0,2013,8,24,1,5,5,7,bogo,True,True,True,False
26678,M,30,48000.0,2013,8,24,0,10,10,7,bogo,True,True,False,True
26679,M,30,48000.0,2013,8,24,1,2,10,10,discount,True,True,True,True
26680,F,67,66000.0,2017,5,24,0,10,10,7,bogo,True,True,False,True
26681,F,67,66000.0,2017,5,24,1,5,5,5,bogo,True,True,True,True
26682,F,67,66000.0,2017,5,24,1,2,10,10,discount,True,True,True,True
26683,M,54,90000.0,2017,7,2,1,5,20,10,discount,True,False,True,False
26684,M,54,90000.0,2017,7,2,1,2,10,7,discount,True,True,True,False
26685,M,54,90000.0,2017,7,2,0,10,10,5,bogo,True,True,True,True
26686,M,54,90000.0,2017,7,2,1,5,5,7,bogo,True,True,True,False
26687,M,54,90000.0,2017,7,2,1,10,10,7,bogo,True,True,False,True
26688,M,54,90000.0,2017,7,2,1,5,5,5,bogo,True,True,True,True
26689,M,29,54000.0,2016,9,21,1,5,5,7,bogo,True,True,True,False
26690,F,54,91000.0,2015,12,8,1,3,7,7,discount,True,True,True,True
26691,F,54,91000.0,2015,12,8,1,5,5,5,bogo,True,True,True,True
